17-02-000026, Solar ,240,3.99,2018-03-30,85.14,,36998.44, NC ,690,, BlueRaven ,Carval,1-7.18
17-03-000015, Solar ,240,4.99,2018-03-29,89.54,,55165.59, CA ,760,, Velocity ,Carval,1-7.18
17-04-000021, Solar ,240,3.99,2018-02-16,85.14,,39900.18, OR ,755,, BlueRaven ,Carval,1-7.18
17-05-000014, Solar ,240,3.99,2018-02-12,85.14,,29179.18, CO ,803,, BlueRaven ,Carval,1-7.18
17-05-000020, Solar ,240,3.99,2018-02-22,85.14,,46206.33, SC ,718,, BlueRaven ,Carval,1-7.18
17-07-000015, Solar ,240,3.99,2018-03-02,85.14,,31126.33, SC ,694,, BlueRaven ,Carval,1-7.18
17-07-000023, Solar ,120,2.99,2018-03-28,85.94,,30508.7, FL ,663,, SunRun ,Carval,1-7.18
17-09-000004, Solar ,240,3.99,2018-03-26,85.14,,29460.14, SC ,715,, BlueRaven ,Carval,1-7.18
17-09-000021, Solar ,240,3.99,2018-03-19,85.14,,26882.1, OR ,752,, BlueRaven ,Carval,1-7.18
17-10-000018, Solar ,240,3.99,2018-03-12,85.14,,24534.44, CA ,806,, Complete ,Carval,1-7.18
17-12-000008, Solar ,240,3.99,2018-02-22,85.14,,52520.31, SC ,841,, BlueRaven ,Carval,1-7.18
17-13-000025, Solar ,240,3.99,2018-02-12,85.14,,59348.19, OR ,850,, BlueRaven ,Carval,1-7.18
17-16-000011, Solar ,240,3.99,2018-03-09,85.14,,19940.64, SC ,663,, BlueRaven ,Carval,1-7.18
17-16-000019, Solar ,240,3.99,2018-03-02,85.14,,17029.35, CA ,664,, Complete ,Carval,1-7.18
17-16-000028, Solar ,240,3.99,2018-04-05,85.14,,24429.08, OR ,761,, BlueRaven ,Carval,1-7.18
18-01-000069, Solar ,240,3.99,2018-03-21,85.14,,19003.25, OR ,683,, BlueRaven ,Carval,1-7.18
18-01-000103, Solar ,120,3.99,2018-04-03,89.04,,28044.53, CA ,791,, SunRun ,Carval,1-7.18
18-01-000111, Solar ,120,3.99,2018-03-23,89.04,,12518.41, CA ,833,, SunRun ,Carval,1-7.18
18-01-000119, Solar ,120,3.99,2018-04-02,89.04,,12536.43, CA ,844,, SunRun ,Carval,1-7.18
18-01-000128, Solar ,240,3.99,2018-03-20,85.14,,19412.58, OR ,850,, BlueRaven ,Carval,1-7.18
18-01-000178, Solar ,240,3.99,2018-03-28,85.14,,24720.4, CO ,802,, BlueRaven ,Carval,1-7.18
18-01-000184, Solar ,240,3.99,2018-04-09,85.14,,10250.45, ID ,693,, BlueRaven ,Carval,1-7.18
18-01-000197, Solar+Storage ,120,3.99,2018-03-30,89.04,,24858.94, CA ,802,, SunRun ,Carval,1-7.18
18-01-000249, Solar ,240,5.99,2018-04-03,94.14,,26829.9, TX ,682,, EnvirosolarPower ,Carval,1-7.18
18-01-000264, Solar ,120,3.99,2018-03-20,89.04,,17998.71, CA ,850,, SunRun ,Carval,1-7.18
18-01-000273, Solar ,240,3.99,2018-03-16,85.14,,12487.48, CO ,761,, BlueRaven ,Carval,1-7.18
18-01-000305, Solar ,240,3.99,2018-03-30,85.14,,13525.34, CO ,685,, BlueRaven ,Carval,1-7.18
18-01-000313, Solar ,240,3.99,2018-03-27,85.14,,12415.11, CO ,727,, BlueRaven ,Carval,1-7.18
18-01-000317, Solar ,120,3.99,2018-03-29,89.04,,14385.74, CA ,850,, SunRun ,Carval,1-7.18
18-02-000035, Solar ,240,3.99,2018-03-21,85.14,,18758.04, CO ,812,, BlueRaven ,Carval,1-7.18
18-02-000053, Solar ,240,3.99,2018-03-27,85.14,,25656.84, OR ,850,, BlueRaven ,Carval,1-7.18
18-02-000056, Solar ,240,3.99,2018-03-15,85.14,,18353.63, SC ,735,, BlueRaven ,Carval,1-7.18
18-02-000069, Solar ,120,3.99,2018-03-16,89.04,,18148.46, CA ,831,, SunRun ,Carval,1-7.18
18-02-000073, Solar ,120,2.99,2018-04-10,85.94,,10001.7, OR ,744,, BlueRaven ,Carval,1-7.18
18-02-000084, Solar ,240,3.99,2018-03-19,85.14,,42570, SC ,685,, BlueRaven ,Carval,1-7.18
18-02-000086, Solar ,120,3.99,2018-04-13,89.04,,11112.19, NY ,719,, Solcius ,Carval,1-7.18
18-02-000101, Solar ,240,3.99,2018-03-29,85.14,,35876.29, SC ,736,, BlueRaven ,Carval,1-7.18
18-02-000115, Solar ,120,3.99,2018-03-29,89.04,,16291.65, CA ,756,, SunRun ,Carval,1-7.18
18-02-000119, Solar ,240,3.99,2018-03-15,85.14,,15656.39, ID ,820,, BlueRaven ,Carval,1-7.18
18-02-000130, Solar ,240,3.99,2018-03-21,85.14,,17624.83, CO ,838,, BlueRaven ,Carval,1-7.18
18-02-000158, Solar ,240,3.99,2018-04-10,85.14,,12139.26, ID ,827,, BlueRaven ,Carval,1-7.18
18-02-000164, Solar ,240,3.99,2018-03-16,85.14,,15324.35, CO ,759,, BlueRaven ,Carval,1-7.18
18-02-000171, Solar ,240,3.99,2018-03-30,85.14,,9500.77, OR ,790,, BlueRaven ,Carval,1-7.18
18-02-000205, Solar ,240,3.99,2018-04-06,85.14,,10696.14, CO ,654,, BlueRaven ,Carval,1-7.18
18-02-000227, Solar ,240,3.99,2018-03-30,85.14,,10724.23, CO ,711,, BlueRaven ,Carval,1-7.18
18-02-000230, Solar ,240,3.99,2018-04-06,85.14,,29793.04, CO ,673,, BlueRaven ,Carval,1-7.18
18-02-000256, Solar ,240,3.99,2018-03-28,85.14,,12068.6, ID ,822,, BlueRaven ,Carval,1-7.18
18-02-000260, Solar ,240,3.99,2018-03-30,85.14,,10320.67, CO ,741,, BlueRaven ,Carval,1-7.18
18-02-000372, Solar ,240,3.99,2018-04-06,85.14,,49168.35, TX ,704,, SpeirInno ,Carval,1-7.18
18-03-000046, Solar ,240,3.99,2018-03-20,85.14,,27527.46, OR ,764,, BlueRaven ,Carval,1-7.18
18-03-000082, Solar+Storage ,120,3.99,2018-03-20,89.04,,31472.9, CA ,749,, SunRun ,Carval,1-7.18
18-03-000086, Solar ,240,3.99,2018-04-05,85.14,,20665.74, ID ,690,, BlueRaven ,Carval,1-7.18
18-03-000102, Solar ,240,3.99,2018-03-07,85.14,,11126.1, CO ,685,, BlueRaven ,Carval,1-7.18
18-03-000138, Solar ,240,3.99,2018-03-28,85.14,,50757.72, OR ,707,, BlueRaven ,Carval,1-7.18
18-03-000143, Solar ,120,2.99,2018-04-11,85.94,,22817.07, FL ,842,, SunRun ,Carval,1-7.18
18-03-000154, Solar ,120,3.99,2018-03-21,89.04,,35345.64, CA ,824,, SunRun ,Carval,1-7.18
18-03-000183, Solar ,120,3.99,2018-03-20,89.04,,16997.78, CA ,803,, SunRun ,Carval,1-7.18
18-03-000229, Solar ,120,3.99,2018-03-28,89.04,,20023.16, CA ,783,, SunRun ,Carval,1-7.18
18-03-000273, Solar ,240,3.99,2018-03-30,85.14,,19257.82, CO ,833,, BlueRaven ,Carval,1-7.18
18-03-000304, Solar ,120,3.99,2018-04-03,89.04,,26712, TX ,721,, EnvirosolarPower ,Carval,1-7.18
18-03-000401, Solar ,240,5.99,2018-03-30,94.14,,22714.1, MI ,705,, PowerHome ,Carval,1-7.18
18-03-000458, Solar ,120,3.99,2018-04-02,89.04,,12270.18, CA ,735,, SunRun ,Carval,1-7.18
18-04-000036, Solar ,240,3.99,2018-03-07,85.14,,10101.01, CO ,780,, BlueRaven ,Carval,1-7.18
18-04-000053, Solar ,240,3.99,2018-03-13,85.14,,13360.17, CO ,779,, BlueRaven ,Carval,1-7.18
18-04-000060, Solar ,240,3.99,2018-03-26,85.14,,28811.38, SC ,804,, BlueRaven ,Carval,1-7.18
18-04-000138, Solar ,240,3.99,2018-03-12,85.14,,12378.5, CO ,812,, BlueRaven ,Carval,1-7.18
18-04-000167, Solar ,240,3.99,2018-04-04,85.14,,27978.89, SC ,668,, BlueRaven ,Carval,1-7.18
18-04-000189, Solar ,240,3.99,2018-03-21,85.14,,11143.12, CO ,755,, BlueRaven ,Carval,1-7.18
18-04-000192, Solar ,120,3.99,2018-03-23,89.04,,18108.46, CA ,848,, SunRun ,Carval,1-7.18
18-04-000264, Solar ,120,2.99,2018-04-11,85.94,,36404.18, CA ,841,, InfinityEnergy ,Carval,1-7.18
18-05-000063, Solar ,240,3.99,2018-03-21,85.14,,48330.57, SC ,826,, BlueRaven ,Carval,1-7.18
18-05-000069, Solar ,240,3.99,2018-04-09,85.14,,25982.28, ID ,820,, BlueRaven ,Carval,1-7.18
18-05-000080, Solar ,240,3.99,2018-03-23,85.14,,19818.1, ID ,779,, BlueRaven ,Carval,1-7.18
18-05-000122, Solar ,120,3.99,2018-03-21,89.04,,19925.97, CA ,832,, SunRun ,Carval,1-7.18
18-05-000164, Solar ,120,3.99,2018-03-29,89.04,,17931.68, CA ,819,, SunRun ,Carval,1-7.18
18-05-000182, Solar ,240,5.99,2018-03-29,94.14,,17148.73, NM ,691,, NMSolarGroup ,Carval,1-7.18
18-05-000190, Solar ,240,3.99,2018-04-05,85.14,,21835.86, SC ,662,, BlueRaven ,Carval,1-7.18
18-05-000193, Solar ,240,3.99,2018-03-26,85.14,,15383.95, CO ,763,, BlueRaven ,Carval,1-7.18
18-05-000198, Solar ,240,3.99,2018-03-30,85.14,,29837.31, CO ,661,, BlueRaven ,Carval,1-7.18
18-05-000245, Solar ,120,3.99,2018-03-26,89.04,,21539.44, CA ,850,, SunRun ,Carval,1-7.18
18-05-000312, Solar ,240,3.99,2018-04-04,85.14,,12555.6, CO ,701,, BlueRaven ,Carval,1-7.18
18-05-000315, Solar ,240,3.99,2018-04-02,85.14,,21045.76, ID ,755,, BlueRaven ,Carval,1-7.18
18-05-000323, Solar ,120,3.99,2018-04-13,89.04,,29220.37, CA ,689,, SunRun ,Carval,1-7.18
18-06-000046, Solar ,240,3.99,2018-04-04,85.14,,35092.15, NC ,698,, BlueRaven ,Carval,1-7.18
18-06-000095, Solar ,120,3.99,2018-02-13,89.04,,49228.11, CA ,801,, SunRun ,Carval,1-7.18
18-06-000121, Solar ,240,3.99,2018-04-03,85.14,,30849.63, NC ,794,, BlueRaven ,Carval,1-7.18
18-06-000135, Solar ,120,2.99,2018-03-23,85.94,,26211.7, FL ,748,, SunRun ,Carval,1-7.18
18-06-000146, Solar ,120,3.99,2018-03-20,89.04,,20002.11, CA ,841,, SunRun ,Carval,1-7.18
18-06-000151, Solar ,240,3.99,2018-04-06,85.14,,12420.22, SC ,793,, BlueRaven ,Carval,1-7.18
18-06-000152, Solar ,240,3.99,2018-04-04,85.14,,52601.65, ID ,725,, BlueRaven ,Carval,1-7.18
18-06-000153, Solar ,240,5.99,2018-03-13,94.14,,29159.87, NM ,791,, NMSolarGroup ,Carval,1-7.18
18-06-000176, Solar ,240,5.99,2018-04-09,94.14,,15500.15, NM ,669,, NMSolarGroup ,Carval,1-7.18
18-06-000203, Solar ,240,5.99,2018-03-30,94.14,,23466.75, NM ,721,, NMSolarGroup ,Carval,1-7.18
18-06-000219, Solar ,120,3.99,2018-03-28,89.04,,19255.19, CA ,758,, SunRun ,Carval,1-7.18
18-06-000280, Solar ,120,2.99,2018-04-13,85.94,,18973.83, NV ,846,, Ion ,Carval,1-7.18
18-06-000310, Solar ,240,3.99,2018-03-30,85.14,,17539.69, CO ,699,, BlueRaven ,Carval,1-7.18
18-06-000336, Solar ,240,3.99,2018-04-04,85.14,,19722.68, CO ,727,, BlueRaven ,Carval,1-7.18
18-07-000029, Solar ,240,3.99,2018-03-21,85.14,,12622.86, CO ,763,, BlueRaven ,Carval,1-7.18
18-07-000042, Solar ,240,3.99,2018-03-15,85.14,,28920.36, CO ,696,, BlueRaven ,Carval,1-7.18
18-07-000047, Solar ,240,3.99,2018-03-28,85.14,,12401.49, SC ,822,, BlueRaven ,Carval,1-7.18
18-07-000070, Solar ,120,2.99,2018-03-05,85.94,,20410.75, FL ,690,, SunRun ,Carval,1-7.18
18-07-000076, Solar ,120,3.99,2018-03-27,89.04,,17941.56, CA ,746,, Velocity ,Carval,1-7.18
18-07-000089, Solar ,120,3.99,2018-03-28,89.04,,20891.05, CA ,741,, SunRun ,Carval,1-7.18
18-07-000095, Solar ,240,3.99,2018-03-27,85.14,,19520.05, SC ,699,, BlueRaven ,Carval,1-7.18
18-07-000101, Solar ,240,3.99,2018-03-09,85.14,,41313.74, SC ,808,, BlueRaven ,Carval,1-7.18
18-07-000105, Solar ,240,3.99,2018-03-06,85.14,,17607.8, ID ,680,, BlueRaven ,Carval,1-7.18
18-07-000120, Solar ,120,3.99,2018-03-21,89.04,,28108.84, CA ,842,, SunRun ,Carval,1-7.18
18-07-000124, Solar ,240,3.99,2018-04-02,85.14,,33573.96, ID ,817,, BlueRaven ,Carval,1-7.18
18-07-000127, Solar ,240,3.99,2018-03-13,85.14,,15559.77, ID ,791,, BlueRaven ,Carval,1-7.18
18-07-000139, Solar ,240,3.99,2018-03-05,85.14,,29234.52, CO ,783,, BlueRaven ,Carval,1-7.18
18-07-000179, Solar ,120,3.99,2018-03-28,89.04,,19079.98, CA ,806,, SunRun ,Carval,1-7.18
18-07-000188, Solar ,240,3.99,2018-03-22,85.14,,17310.44, CO ,659,, BlueRaven ,Carval,1-7.18
18-07-000202, Solar ,120,3.99,2018-03-28,89.04,,27014.94, CA ,834,, SunRun ,Carval,1-7.18
18-07-000250, Solar ,120,3.99,2018-03-29,89.04,,18142.18, CA ,684,, SunRun ,Carval,1-7.18
18-07-000299, Solar ,240,3.99,2018-03-26,85.14,,16628.69, CO ,731,, BlueRaven ,Carval,1-7.18
18-07-000310, Solar ,240,3.99,2018-04-05,85.14,,13636.87, CO ,847,, BlueRaven ,Carval,1-7.18
18-07-000316, Solar ,240,3.99,2018-04-05,85.14,,10327.48, CO ,796,, BlueRaven ,Carval,1-7.18
18-07-000496, Solar ,240,3.99,2018-04-12,85.14,,26461.51, NV ,709,, EmpireSolar ,Carval,1-7.18
18-08-000035, Solar ,240,3.99,2018-03-08,85.14,,29936.93, CO ,757,, BlueRaven ,Carval,1-7.18
18-08-000058, Solar ,240,3.99,2018-03-16,85.14,,12285.65, SC ,696,, BlueRaven ,Carval,1-7.18
18-08-000065, Solar ,240,3.99,2018-03-21,85.14,,23107.85, ID ,814,, BlueRaven ,Carval,1-7.18
18-08-000086, Solar ,240,3.99,2018-03-20,85.14,,22904.7, SC ,708,, BlueRaven ,Carval,1-7.18
18-08-000088, Solar ,240,3.99,2018-03-19,85.14,,23855.38, ID ,840,, BlueRaven ,Carval,1-7.18
18-08-000149, Solar ,240,3.99,2018-03-22,85.14,,15036.39, ID ,726,, BlueRaven ,Carval,1-7.18
18-08-000154, Solar ,240,3.99,2018-03-26,85.14,,11345.76, ID ,807,, BlueRaven ,Carval,1-7.18
18-08-000156, Solar ,240,3.99,2018-03-21,85.14,,11432.6, CO ,835,, BlueRaven ,Carval,1-7.18
18-08-000161, Solar ,240,3.99,2018-04-04,85.14,,15075.74, OR ,733,, BlueRaven ,Carval,1-7.18
18-08-000174, Solar ,240,5.99,2018-03-05,94.14,,29518.04, CA ,650,, SunRun ,Carval,1-7.18
18-08-000177, Solar ,240,5.99,2018-04-13,94.14,,20758.81, NM ,774,, NMSolarGroup ,Carval,1-7.18
18-08-000227, Solar ,240,3.99,2018-04-05,85.14,,22384.16, CO ,794,, BlueRaven ,Carval,1-7.18
18-08-000246, Solar ,240,3.99,2018-04-10,85.14,,18550.3, CO ,781,, BlueRaven ,Carval,1-7.18
18-08-000277, Solar ,120,3.99,2018-04-02,89.04,,59573.1, TX ,783,, EnvirosolarPower ,Carval,1-7.18
18-08-000304, Solar ,120,3.99,2018-03-28,89.04,,25236.78, CA ,838,, SunRun ,Carval,1-7.18
18-08-000307, Solar ,240,4.99,2018-04-06,89.54,,19028.15, CA ,691,, Velocity ,Carval,1-7.18
18-08-000312, Solar ,240,3.99,2018-04-02,85.14,,10595.67, CO ,764,, BlueRaven ,Carval,1-7.18
18-08-000333, Solar ,120,3.99,2018-04-04,89.04,,16763.41, CA ,735,, SunRun ,Carval,1-7.18
18-09-000039, Solar ,240,3.99,2018-03-07,85.14,,26687.98, NC ,765,, BlueRaven ,Carval,1-7.18
18-09-000079, Solar+Storage ,120,3.99,2018-03-30,89.04,,22360.65, CA ,789,, SunRun ,Carval,1-7.18
18-09-000094, Solar ,120,3.99,2018-03-29,89.04,,19532.59, CA ,835,, SunRun ,Carval,1-7.18
18-09-000111, Solar ,240,3.99,2018-03-21,85.14,,17591.36, ID ,803,, BlueRaven ,Carval,1-7.18
18-09-000112, Solar ,240,4.99,2018-03-30,89.54,,18319.44, CO ,696,, Ion ,Carval,1-7.18
18-09-000113, Solar ,240,3.99,2018-03-28,85.14,,32389.39, SC ,744,, BlueRaven ,Carval,1-7.18
18-09-000117, Solar+Storage ,120,3.99,2018-04-03,89.04,,25765.9, CA ,795,, SunRun ,Carval,1-7.18
18-09-000133, Solar ,240,3.99,2018-03-20,85.14,,20466.8, OR ,763,, BlueRaven ,Carval,1-7.18
18-09-000194, Solar ,240,3.99,2018-03-30,85.14,,27828.86, OR ,838,, BlueRaven ,Carval,1-7.18
18-09-000219, Solar ,120,3.99,2018-03-28,89.04,,18959.84, CA ,822,, SunRun ,Carval,1-7.18
18-09-000293, Solar ,120,2.99,2018-04-13,85.94,,12825.69, NM ,836,, Ion ,Carval,1-7.18
18-09-000430, Solar ,120,2.99,2018-04-02,85.94,,38673, TX ,739,, SpeirInno ,Carval,1-7.18
18-10-000044, Solar ,240,3.99,2018-03-16,85.14,,14287.34, CO ,761,, BlueRaven ,Carval,1-7.18
18-10-000047, Solar ,240,3.99,2018-03-20,85.14,,15344.78, CO ,788,, BlueRaven ,Carval,1-7.18
18-10-000049, Solar ,240,3.99,2018-03-05,85.14,,12266.97, SC ,685,, BlueRaven ,Carval,1-7.18
18-10-000068, Solar ,240,3.99,2018-03-19,85.14,,27630.45, SC ,837,, BlueRaven ,Carval,1-7.18
18-10-000111, Solar ,240,3.99,2018-04-04,85.14,,28687.07, OR ,744,, BlueRaven ,Carval,1-7.18
18-10-000117, Solar ,240,3.99,2018-03-23,85.14,,28411.22, ID ,837,, BlueRaven ,Carval,1-7.18
18-10-000125, Solar ,120,2.99,2018-04-12,85.94,,19617.52, NC ,850,, BlueRaven ,Carval,1-7.18
18-10-000161, Solar ,240,3.99,2018-04-06,85.14,,20651.56, OR ,819,, BlueRaven ,Carval,1-7.18
18-10-000182, Solar ,240,3.99,2018-04-02,85.14,,12171.61, ID ,745,, BlueRaven ,Carval,1-7.18
18-10-000202, Solar ,240,3.99,2018-04-10,85.14,,30939.02, OR ,833,, BlueRaven ,Carval,1-7.18
18-10-000203, Solar ,240,3.99,2018-04-02,85.14,,13310.79, ID ,830,, BlueRaven ,Carval,1-7.18
18-10-000236, Solar ,240,3.99,2018-04-05,85.14,,15102.13, CA ,727,, Complete ,Carval,1-7.18
18-10-000248, Solar ,240,3.99,2018-03-12,85.14,,38313, CA ,683,, Complete ,Carval,1-7.18
18-10-000259, Solar ,240,3.99,2018-04-03,85.14,,15624.04, CO ,842,, BlueRaven ,Carval,1-7.18
18-10-000264, Solar ,240,3.99,2018-03-29,85.14,,11321.07, CO ,712,, BlueRaven ,Carval,1-7.18
18-10-000265, Solar ,240,3.99,2018-03-27,85.14,,15461.42, CO ,769,, BlueRaven ,Carval,1-7.18
18-10-000273, Solar ,240,3.99,2018-04-06,85.14,,14619.39, CO ,799,, BlueRaven ,Carval,1-7.18
18-10-000327, Solar ,240,3.99,2018-04-06,85.14,,18884.9, CO ,830,, BlueRaven ,Carval,1-7.18
18-11-000052, Solar ,240,3.99,2018-03-06,85.14,,28763.7, SC ,739,, BlueRaven ,Carval,1-7.18
18-08-000525, Solar ,120,2.99,2018-04-04,85.94,,14257.45, NM ,703,, Ion ,Carval,1-7.18
18-11-000093, Solar ,120,2.99,2018-02-26,85.94,,17402.85, FL ,788,, SunRun ,Carval,1-7.18
18-11-000094, Solar ,120,2.99,2018-03-09,85.94,,21055.3, FL ,812,, SunRun ,Carval,1-7.18
18-11-000101, Solar ,240,3.99,2018-03-19,85.14,,11167.81, ID ,725,, BlueRaven ,Carval,1-7.18
18-11-000128, Solar ,240,3.99,2018-04-05,85.14,,16142.54, ID ,652,, BlueRaven ,Carval,1-7.18
18-11-000130, Solar ,120,2.99,2018-03-16,85.94,,26856.25, FL ,819,, SunRun ,Carval,1-7.18
18-11-000139, Solar ,120,3.99,2018-03-26,89.04,,16162.49, CA ,798,, SunRun ,Carval,1-7.18
18-11-000147, Solar ,240,3.99,2018-03-28,85.14,,29222.6, CO ,818,, BlueRaven ,Carval,1-7.18
18-11-000155, Solar ,120,3.99,2018-03-21,89.04,,18082.52, CA ,793,, SunRun ,Carval,1-7.18
18-11-000207, Solar ,120,3.99,2018-03-27,89.04,,13602.01, CA ,839,, SunRun ,Carval,1-7.18
18-11-000211, Solar ,240,3.99,2018-04-06,85.14,,45165.92, SC ,740,, BlueRaven ,Carval,1-7.18
18-11-000264, Solar ,240,3.99,2018-04-06,85.14,,23941.37, ID ,749,, BlueRaven ,Carval,1-7.18
18-11-000308, Solar ,120,3.99,2018-04-05,89.04,,18413.31, CA ,775,, SunRun ,Carval,1-7.18
18-12-000045, Solar ,240,3.99,2018-03-08,85.14,,10124, CO ,845,, BlueRaven ,Carval,1-7.18
18-12-000051, Solar ,240,3.99,2018-03-13,85.14,,33963.2, CO ,745,, BlueRaven ,Carval,1-7.18
18-12-000056, Solar ,240,3.99,2018-03-09,85.14,,12305.56, CO ,847,, BlueRaven ,Carval,1-7.18
18-12-000065, Solar ,240,3.99,2018-03-20,85.14,,17783.01, CO ,830,, BlueRaven ,Carval,1-7.18
18-12-000083, Solar ,240,3.99,2018-03-09,85.14,,27112.25, NC ,755,, BlueRaven ,Carval,1-7.18
18-12-000093, Solar ,240,3.99,2018-03-14,85.14,,9368.81, CO ,835,, BlueRaven ,Carval,1-7.18
18-12-000094, Solar ,240,3.99,2018-03-13,85.14,,24021.4, CO ,780,, BlueRaven ,Carval,1-7.18
18-12-000100, Solar ,240,3.99,2018-03-15,85.14,,13276.73, ID ,812,, BlueRaven ,Carval,1-7.18
18-12-000131, Solar ,120,3.99,2018-03-28,89.04,,37555.89, CA ,785,, SunRun ,Carval,1-7.18
18-12-000138, Solar ,240,3.99,2018-03-27,85.14,,32143.76, CO ,750,, BlueRaven ,Carval,1-7.18
18-12-000143, Solar ,240,3.99,2018-03-14,85.14,,15366.92, CO ,711,, BlueRaven ,Carval,1-7.18
18-12-000146, Solar ,240,3.99,2018-03-28,85.14,,25209.34, ID ,827,, BlueRaven ,Carval,1-7.18
18-12-000150, Solar ,240,4.99,2018-04-06,89.54,,50922.29, CA ,838,, Velocity ,Carval,1-7.18
18-12-000153, Solar ,240,3.99,2018-03-26,85.14,,19626.47, ID ,699,, BlueRaven ,Carval,1-7.18
18-12-000167, Solar ,240,3.99,2018-04-06,85.14,,20873.32, ID ,826,, BlueRaven ,Carval,1-7.18
18-12-000186, Solar ,240,3.99,2018-03-29,85.14,,26868.48, ID ,728,, BlueRaven ,Carval,1-7.18
18-12-000194, Solar ,240,5.99,2018-04-09,94.14,,27413.57, NM ,716,, NMSolarGroup ,Carval,1-7.18
18-12-000195, Solar ,240,4.99,2018-03-26,89.54,,28463.87, CA ,850,, Velocity ,Carval,1-7.18
18-12-000198, Solar ,120,3.99,2018-04-06,89.04,,28551.57, CA ,718,, Velocity ,Carval,1-7.18
18-12-000200, Solar ,120,3.99,2018-03-22,89.04,,11814.58, CA ,798,, SunRun ,Carval,1-7.18
18-12-000224, Solar ,120,3.99,2018-03-22,89.04,,17964.07, CA ,833,, SunRun ,Carval,1-7.18
18-12-000263, Solar ,240,3.99,2018-03-22,85.14,,16301.76, OR ,773,, BlueRaven ,Carval,1-7.18
18-12-000281, Solar ,240,3.99,2018-04-04,85.14,,21145.37, CO ,821,, BlueRaven ,Carval,1-7.18
18-12-000396, Solar ,240,3.99,2018-04-11,85.14,,18146.74, TX ,730,, SpeirInno ,Carval,1-7.18
18-12-000405, Solar ,120,3.99,2018-04-13,89.04,,38244.46, TX ,798,, EnvirosolarPower ,Carval,1-7.18
18-12-000409, Solar ,240,3.99,2018-04-05,85.14,,13510.02, CO ,843,, BlueRaven ,Carval,1-7.18
18-12-000497, Solar ,240,3.99,2018-04-03,85.14,,19071.36, CA ,783,, Complete ,Carval,1-7.18
18-13-000035, Solar ,240,3.99,2018-03-20,85.14,,17263.84, CO ,813,, BlueRaven ,Carval,1-7.18
18-13-000080, Solar ,240,3.99,2018-04-10,85.14,,48456.58, OR ,826,, BlueRaven ,Carval,1-7.18
18-13-000098, Solar ,240,3.99,2018-03-09,85.14,,17304.71, CO ,689,, BlueRaven ,Carval,1-7.18
18-13-000119, Solar ,240,3.99,2018-03-15,85.14,,12354.67, CO ,777,, BlueRaven ,Carval,1-7.18
18-13-000124, Solar ,120,3.99,2018-03-21,89.04,,32984.8, CA ,755,, SunRun ,Carval,1-7.18
18-13-000153, Solar ,240,3.99,2018-04-03,85.14,,20098.81, CO ,761,, BlueRaven ,Carval,1-7.18
18-13-000192, Solar ,240,3.99,2018-03-20,85.14,,10381.97, CO ,725,, BlueRaven ,Carval,1-7.18
18-13-000194, Solar ,240,3.99,2018-03-29,85.14,,12032.84, ID ,791,, BlueRaven ,Carval,1-7.18
18-13-000197, Solar ,240,4.99,2018-04-04,89.54,,16358.96, CA ,685,, Complete ,Carval,1-7.18
18-13-000199, Solar ,240,3.99,2018-04-05,85.14,,25536.89, CO ,789,, BlueRaven ,Carval,1-7.18
18-13-000395, Solar ,240,5.99,2018-04-11,94.14,,28882.15, NM ,850,, NMSolarGroup ,Carval,1-7.18
18-14-000022, Solar ,240,3.99,2018-03-30,85.14,,57245.58, SC ,821,, BlueRaven ,Carval,1-7.18
18-14-000029, Solar ,240,4.99,2018-02-14,89.54,,27979.46, CA ,701,, Velocity ,Carval,1-7.18
18-14-000048, Solar ,240,3.99,2018-03-02,85.14,,24255.53, CA ,726,, Complete ,Carval,1-7.18
18-14-000050, Solar ,240,3.99,2018-03-16,85.14,,34179.45, OR ,785,, BlueRaven ,Carval,1-7.18
18-14-000056, Solar ,240,3.99,2018-04-02,85.14,,20448.07, OR ,809,, BlueRaven ,Carval,1-7.18
18-14-000073, Solar ,240,3.99,2018-04-02,85.14,,45185.5, ID ,785,, BlueRaven ,Carval,1-7.18
18-14-000093, Solar ,240,3.99,2018-03-27,85.14,,25066.92, ID ,813,, BlueRaven ,Carval,1-7.18
18-14-000125, Solar ,240,3.99,2018-04-04,85.14,,25982.17, ID ,750,, BlueRaven ,Carval,1-7.18
18-14-000130, Solar ,240,3.99,2018-03-16,85.14,,16093.16, NC ,761,, BlueRaven ,Carval,1-7.18
18-14-000137, Solar ,240,3.99,2018-03-14,85.14,,20978.5, NC ,652,, BlueRaven ,Carval,1-7.18
18-14-000139, Solar ,120,3.99,2018-03-23,89.04,,19370.44, CA ,811,, SunRun ,Carval,1-7.18
18-14-000157, Solar ,240,3.99,2018-03-16,85.14,,19139.47, CO ,797,, BlueRaven ,Carval,1-7.18
18-14-000172, Solar ,240,3.99,2018-04-02,85.14,,34610.94, ID ,785,, BlueRaven ,Carval,1-7.18
18-14-000191, Solar ,240,3.99,2018-04-10,85.14,,31262.4, CA ,684,, Complete ,Carval,1-7.18
18-14-000218, Solar ,240,3.99,2018-04-12,85.14,,30693.37, CA ,728,, Complete ,Carval,1-7.18
18-15-000048, Solar ,240,4.99,2018-03-23,89.54,,26678.44, CA ,684,, Velocity ,Carval,1-7.18
18-15-000066, Solar ,240,3.99,2018-03-30,85.14,,37135.51, SC ,749,, BlueRaven ,Carval,1-7.18
